Field=Address1~String~Address1~100|Field=Address2~String~Address2~100|Field=Address3~String~Address3~100|Field=Address4~String~Address4~100|Field=Application_BuildNumber~String~Application_BuildNumber~100|Field=ApprovedBy~String~ApprovedBy~100|Field=Author~String~Author~100|Field=CheckedBy~String~CheckedBy~100|Field=ChinesePrice~String~ChinesePrice~100|Field=Chinês~String~Chinês~100|Field=Comment~String~Comment~100|Field=CompanyName~String~CompanyName~100|Field=Component Kind~String~Component Kind~100|Field=ComponentKind~Integer~ComponentKind~100|Field=ComponentLink1Description~String~ComponentLink1Description~100|Field=ComponentLink1URL~String~ComponentLink1URL~100|Field=Corrente~String~Corrente~100|Field=CurrentDate~String~CurrentDate~100|Field=CurrentTime~String~CurrentTime~100|Field=Date~String~Date~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Document~String~Document~100|Field=DocumentName~String~DocumentName~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Obs~String~Obs~100|Field=Potência~String~Potência~100|Field=Project~String~Project~100|Field=ProjectName~String~ProjectName~100|Field=Quantity~Integer~Quantity~100|Field=Revision~String~Revision~100|Field=Rule~String~Rule~100|Field=Tensão~String~Tensão~100|Field=Time~String~Time~100|Field=Title~String~Title~100|Field=Tolerância~String~Tolerância~100|Field=Value~String~Value~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~USD|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~Quad-RS232.PrjPcb|ReportField=ProjectFullPath~D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|ReportField=Title~Bill of Materials For Project [Quad-RS232.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~89|ReportField=ReportTime~14:53:08|ReportField=ReportDate~13/03/2017|ReportField=ReportDateTime~13/03/2017 14:53:08|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~13/03/2017|ReportField=CurrentTime~14:50:58|ReportField=Date~|ReportField=DocumentFullPathAndName~D:\CODE\Quad-RS232\Quad-RS232-1.0-Blocos.SchDoc|ReportField=DocumentName~Quad-RS232-1.0-Blocos.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~13/03/2017|ReportField=Organization~|ReportField=ProjectName~Quad-RS232.PrjPcb|ReportField=Revision~1.0|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~4|ReportField=Time~|ReportField=Title~Quad UART - Blocos|ReportField=DataSourceFileName~Quad-RS232.PrjPcb|ReportField=DataSourceFullPath~D:\CODE\Quad-RS232\Quad-RS232.PrjPcb
||||||||0,01100|Local|Capacitor Cerâmico||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|*A|13/03/2017|14:50:58||Capacitor (Semiconductor SIM Model)|C1, C3, C4, C5, C6, C8, C9, C10|D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc|Quad-RS232-1.0-RS232.SchDoc|CC0603|Cap 1uF 50V 0603 X5R|X5R|*W|D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|8|1.0||50V||Quad UART - RS232|±10%|1uF|Taiyo Yuden|UMK107BJ105KA-T|Digi-Key|USD|8|587-2400-1-ND|983492|1,36|0,17
||||||||0,00250|Local|Capacitor Cerâmico||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|*A|13/03/2017|14:50:58||Capacitor (Semiconductor SIM Model)|C2, C7, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C24, C27, C28, C29, C31, C33, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48|D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc, D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc|Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-TTL.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-USB.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-RS232.SchDoc, Quad-RS232-1.0-RS232.SchDoc|CC0603|Cap 100nF 50V 0603 X7R|X7R|*W|D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|33|1.0||50V||Quad UART - RS232, Quad UART - RS232, Quad UART - TTL, Quad UART - TTL, Quad UART - RS232, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - TTL, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - FTDI, Quad UART - RS232, Quad UART - RS232, Quad UART - RS232, Quad UART - RS232, Quad UART - RS232|±10%|100nF|Samsung Electro-Mechanics America, Inc.|CL10B104KB8NNNC|Digi-Key|USD|33|1276-1000-1-ND|3971391|0,6072|0,0184
||||||||0,02620|Local|Capacitor Cerâmico||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|*A|13/03/2017|14:50:58||Capacitor (Semiconductor SIM Model)|C23, C25, C26, C30|D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc|Quad-RS232-1.0-USB.SchDoc|CC0805|Cap 10uF 25V 0805 X5R|X5R|*W|D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|4|1.0||25V||Quad UART - FTDI|±10%|10uF|Taiyo Yuden|TMK212BBJ106KG-T|Digi-Key|USD|4|587-2985-1-ND|4|0,72|0,18
||||||||0,00320|Local|Capacitor Cerâmico||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|*A|13/03/2017|14:50:58||Capacitor (Semiconductor SIM Model)|C32|D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc|Quad-RS232-1.0-USB.SchDoc|CC0603|Cap 10nF 50V 0603 X7R 5%|X7R|*W|D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|1|1.0||50V||Quad UART - FTDI|±5%|10nF|KEMET|C0603C103J5RACTU|Digi-Key|USD|1|399-1092-1-ND|681917|0,1|0,10
||||||||0,00000|-----|Capacitor Cerâmico||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|*A|13/03/2017|14:50:58||Capacitor (Semiconductor SIM Model)|C34, C35|D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc|Quad-RS232-1.0-USB.SchDoc|CC0603|Cap 36pF 50V 0603 NP0|NP0|*W|D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|2|1.0||50V||Quad UART - FTDI|±5%|36pF|Murata Electronics North America|GRM1885C1H360JA01D|Digi-Key|USD|2|490-1416-1-ND|22725|0,2|0,10
||||||||0,15700|Proved - Local|DB-9||Standard|0||||13/03/2017|14:50:58||Receptacle Assembly, 9 Position, Right Angle|CN1, CN2, CN3|D:\CODE\Quad-RS232\Quad-RS232-1.0-RS232.SchDoc|Quad-RS232-1.0-RS232.SchDoc|CONN DB9-F/H|DB-9 Femea|||D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|3|1.0||||Quad UART - RS232||Fêmea|TE Connectivity AMP Connectors|1734348-1|Digi-Key|USD|3|A35109-ND|0|0|0,00
||||||||0,00000|----|Block||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf|10A|13/03/2017|14:50:58||Conector Shrouded Block|CN4, CN5|D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc|Quad-RS232-1.0-TTL.SchDoc|CONN BLOCK5 RCPT/H 3.81|SHRD Block 5P RCPT-H P3.81mm|||D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|2|1.0||300V||Quad UART - TTL||Receptáculo - 4 Polos|On Shore Technology Inc.|OSTOQ053251|Digi-Key|USD|2|ED2811-ND|954|1,42|0,71
||||||||0,00000|----|USB B||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf||13/03/2017|14:50:58||Conector Jack USB B, Through Hole, Right Angle, Horizontal|CN6|D:\CODE\Quad-RS232\Quad-RS232-1.0-USB.SchDoc|Quad-RS232-1.0-USB.SchDoc|CONN_USB-B_RCPT-H|USB B RCPT-H|USB 2.0||D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|1|1.0||||Quad UART - FTDI||Receptáculo|TE Connectivity AMP Connectors|292304-1|Digi-Key|USD|1|A31725-ND|13474|1,52|1,52
||||||||0,00000|----|Conector KK||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf||13/03/2017|14:50:58||Conector KK|CN7, CN8|D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc|Quad-RS232-1.0-TTL.SchDoc|CONN HDR3-POL P.100 - H|KK 3P Macho-H P2.54mm|||D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|2|1.0||||Quad UART - TTL||Macho - 3 Polos|TE Connectivity AMP Connectors|640455-3|Digi-Key|USD|2|A19451-ND|4796|0,28|0,14
||||||||0,00000|----|Conector Externo||Standard|0|Datasheet|D:\Tecnoclade\Datasheet\!DataMissing.pdf||13/03/2017|14:50:58||Conector Plug|CN#1, CN#2|D:\CODE\Quad-RS232\Quad-RS232-1.0-TTL.SchDoc|Quad-RS232-1.0-TTL.SchDoc|N/A|Plug Block 5P 3.81mm|||D:\CODE\Quad-RS232\Quad-RS232.PrjPcb|Quad-RS232.PrjPcb|2|1.0||||Quad UART - TTL||Plug - 5 Polos|On Shore Technology Inc.|OSTTJ0531530|Digi-Key|USD|2|ED2878-ND|1263|3,82|1,91
